word,count
controlcause,10
doortambourines,2
warmits,1
joints,1
brotherhes,1
strongand,1
learns,2
moneyall,9
dreamsand,4
weve,249
sculpting,1
beerwhere,1
public,4
credit,16
peoplemusic,1
bluein,2
dancethrow,1
newborn,5
solutions,1
blacks,2
gamesome,1
overtime,8
controlooh,2
colored,1
aids,1
sayburn,6
climbed,5
shoulders,19
amuse,1
housecause,1
cds,1
championsstanding,1
lovereal,24
beefcake,1
freebaby,1
champagnei,1
chesti,1
doori,1
dreamstonight,1
eyeshere,2
sent,59
ace,1
thick,19
stareid,2
songgood,2
strongwell,1
dancingparty,1
friendand,5
promotin,4
dreamspeople,1
doorlittle,1
touchyou,2
paper,26
gamei,2
controlwell,2
looks,63
write,82
dancelets,1
speech,6
inc,2
eyesiiii,2
parties,8
who,730
easyand,1
cruisinbaby,1
you,25312
motel,3
whose,19
competing,1
super,18
mummy,2
mothers,28
gamesbaby,2
daddys,5
legaldance,1
boy,798
