,Unnamed: 0,Lyrics,Year,dominant_gender,Emotions
332,798,im comin home ive done my time now ive got to know what is and isnt mine if you received my letter telling you id soon be free then youll know just what to do if you still want me if you still want me whoa tie a yellow ribbon round the ole oak tree its been three long years do you still want me if i dont see a ribbon round the ole oak tree ill stay on the bus forget about us put the blame on me if i dont see a yellow ribbon round the ole oak tree bus driver please look for me cause i couldnt bear to see what i might see im really still in prison and my love she holds the key a simple yellow ribbons what i need to set me free and i wrote and told her please whoa tie a yellow ribbon round the ole oak tree its been three long years do you still want me if i dont see a ribbon round the ole oak tree ill stay on the bus forget about us put the blame on me if i dont see a yellow ribbon round the ole oak tree now the whole damned bus is cheerin and i cant believe i see a hundred yellow ribbons round the ole oak tree im comin home tie a ribbon round the ole oak tree tie a ribbon round the ole oak tree tie a ribbon round the ole oak tree tie a ribbon round the ole oak tree tie a ribbon round the ole oak tree tie a ribbon round the ole oak tree tie a ribbon round the ole oak tree tie a ribbon round the ole oak tree,1973,female,
333,800, strumming my pain with his fingers singing my life with his words killing me softly with his song killing me softly with his song telling my whole life with his words killing me softly with his songi heard he sang a good song i heard he had a style and so i came to see him to listen for a while and there he was this young boy a stranger to my eyesstrumming my pain with his fingers singing my life with his words killing me softly with his song killing me softly with his song telling my whole life with his words killing me softly with his songi felt all flushed with fever embarrassed by the crowd i felt he found my letters and read each one out loud i prayed that he would finish but he just kept right on strumming my pain with his fingerssinging my life with his words killing me softly with his song killing me softly with his song telling my whole life with his words killing me softly with his songhe sang as if he knew me in all my dark despair and then he looked right through me as if i wasnt there but he just came to singing singing clear and strongstrumming my pain with his fingers singing my life with his words killing me softly with his song killing me softly with his song telling my whole life with his words killing me softly with his song ,1973,male,"{'score': 0.550656, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
334,801, ive been really tryin baby tryin to hold back this feeling for so long and if you feel like i feel baby then cmon oh cmonlets get it on ah baby lets get it on lets love baby lets get it on sugar lets get it onwere all sensitive people with so much to give understand me sugar since weve got to be here lets live i love youtheres nothing wrong with me loving you baby no no and giving yourself to me can never be wrong if the love is truedont you know how sweet and wonderful life can be im asking you baby to get it on with me i aint gonna worry i aint gonna push wont push you baby so cmon cmon cmon cmon cmon baby stop beatin round the bushlets get it on lets get it on you know what im talkin bout cmon baby let your love come out if you believe in love lets get it on lets get it on baby this minute oh yeah lets get it on please lets get it oncmon cmon cmon cmon cmon darlin stop beatin round the bush oh gonna get it on threaten you baby i wanna get it on you dont have to worry that its wrong if the spirit moves ya let me groove ya good let your love come down oh get it oncmon baby do you know the meaning ive been sanctified girl you give me good feeling ive been sanctified ,1973,female,"{'score': 0.765201, 'tone_id': 'joy', 'tone_name': 'Joy'}"
335,804, i remember when rock was young me and suzie had so much fun holding hands and skimming stones had an old gold chevy and a place of my own but the biggest kick i ever got was doing a thing called the crocodile rock while the other kids were rocking round the clock we were hopping and bopping to the crocodile rockwell crocodile rocking is something shocking when your feet just cant keep still i never knew me a better time and i guess i never will oh lawdy mama those friday nights when suzie wore her dresses tight and the crocodile rocking was out of sightla lalalala la lalalala la lalalala labut the years went by and the rock just died suzie went and left us for some foreign guy long nights crying by the record machine dreaming of my chevy and my old blue jeans but theyll never kill the thrills weve got burning up to the crocodile rock learning fast as the weeks went past we really thought the crocodile rock would lastwell crocodile rocking is something shocking when your feet just cant keep still i never knew me a better time and i guess i never will oh lawdy mama those friday nights when suzie wore her dresses tight and the crocodile rocking was out of sightla lalalala la lalalala la lalalala lai remember when rock was young me and suzie had so much fun holding hands and skimming stones had an old gold chevy and a place of my own but the biggest kick i ever got was doing a thing called the crocodile rock while the other kids were rocking round the clock we were hopping and bopping to the crocodile rockwell crocodile rocking is something shocking when your feet just cant keep still i never knew me a better time and i guess i never will oh lawdy mama those friday nights when suzie wore her dresses tight and the crocodile rocking was out of sightla lalalala la lalalala la lalalala la la lalalala la lalalala la lalalala la la lalalala la lalalala la lalalala la ,1973,female,"{'score': 0.539645, 'tone_id': 'joy', 'tone_name': 'Joy'}"
336,806, carly simonyou walked into the party like you were walking onto a yacht your hat strategically dipped below one eye your scarf it was apricot you had one eye in the mirror as you watched yourself gavotte and all the girls dreamed that theyd be your partner theyd be your partner andyoure so vain you probably think this song is about you youre so vain ill bet you think this song is about you dont you dont youyou had me several years ago when i was still quite naive well you said that we made such a pretty pair and that you would never leave but you gave away the things you loved and one of them was me i had some dreams they were clouds in my coffee clouds in my coffee andyoure so vain you probably think this song is about you youre so vain ill bet you think this song is about you dont you dont you dont youi had some dreams they were clouds in my coffee clouds in my coffee and youre so vain you probably think this song is about you youre so vain ill bet you think this song is about you dont you dont youwell i hear you went up to saratoga and your horse naturally won then you flew your lear jet up to nova scotia to see the total eclipse of the sun well youre where you should be all the time and when youre not youre with some underworld spy or the wife of a close friend wife of a close friend andyoure so vain you probably think this song is about you youre so vain ill bet you think this song is about you dont you dont you dont you ,1973,female,"{'score': 0.580694, 'tone_id': 'joy', 'tone_name': 'Joy'}"
337,809,clint holmes miscellaneous playground in my mind playground in my mind artist clint holmes peak billboard position  2 in 1973 words and music by paul vance and lee pockriss 1when this old world gets me down and theres no love to be found i close my eyes and soon i find im in a playground in my mind where the children laugh and the children play and we sing a song all day 2my name is michael ive got a nickel ive got a nickel shiny and new im gonna buy me all kinds of candy thats what im gonna do 3in the wonders that i find in the playground in my mind in a world that used to be close your eyes and follow me where the children laugh and the children play and well sing a song all day 4my girl is cindy when we get married were gonna have a baby or two were gonna let them visit their grandma thats what were gonna do tag lines concurrent with background singers singing verses two and four living in a world that i left behind happy little children in the playground in my mind see the little children see how they play in the playground in my mind la la lafade transcribed by ronald e hontz ronhontzworldnetattnet,1973,female,"{'score': 0.72845, 'tone_id': 'joy', 'tone_name': 'Joy'}"
338,812, me and mrsjones we got a thing goinon we both know that its wrong but its much too strong to let it go nowwe meet every day at the same cafe sixthirty and no one knows shell be there holding hands making all kinds of plans while the juke box plays our favorite songsme and mrsjones we got a thing goinon we both know that its wrong but its much too strong to let it go nowwe gotta be extra careful that do we dont build our hopes up too high because shes got her own obligations and so and so do ime and mrsjones we got a thing goinon we both know that its wrong but its much too strong to let it go nowwell its time for us to be leaving it hurts so much it hurts so much inside now shell go her way snd ill go mine tomorrow well meet the same pklace the same timeme and mrsjones we got a thing goinon we both know that its wrong but its much too strong to let it go now ,1973,female,"{'score': 0.602725, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
339,814, day after day im more confused yet i look for the light through the pourin rain you know thats a game that i hate to loose and im feelin the strain aint it a shameoh give me the beat boys and free my soul i wanna get lost in your rock n roll and drift away oh give me the beat boys and free my soul i wanna get lost in your rock n roll and drift awaybeginnin to think that im wastin time i dont understand the things i do the world outside looks so unkind now im countin on you to carry me throughoh give me the beat boys and free my soul i wanna get lost in your rock n roll and drift away yeah give me the beat boys and free my soul i wanna get lost in your rock n roll and drift awayand when my mind is free you know a melody can move me and when im feelin blue the guitars comin through to soothe methanks for the joy that youve given me i want you to know i believe in your song and rhythm and rhyme and harmony you help me along makin me strongoh give me the beat boys and free my soul i wanna get lost in your rock n roll and drift away give me the beat boys and free my soul i wanna get lost in your rock n roll and drift awayohho ahno give me the beat boys and free my soul i wanna get lost in your rock n roll and drift awayhey hey hey yeah give me the beat boys and free my soul i wanna get lost in your rock n roll and drift awayna na now wont ya wont ya take me ohha take me ,1973,male,"{'score': 0.624977, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
340,818, whos that lady whos that lady beautiful lady whos that lady lovely lady whos that lady real fine lady whos that lady hear me callin out to you cause its all that i can do your eyes tell me to pursue but you say look yeah but dont touch babyno no no dont touchwhos that lady whos that lady sexy lady whos that lady beautiful lady whos that lady real fine lady whos that lady i would dance upon a string any gift shed wanna bring i would give her anything if she would just do what i saycome round my way baby shine my way ,1973,female,"{'score': 0.84566, 'tone_id': 'joy', 'tone_name': 'Joy'}"
341,819, aye aye aye aye ayehey baby let me stay i dont care what your friends are about to say ahah what you friends all say is fine but it cant compete with this pillow talk of mineooooh you cant find love on a one way street it takes two to tango takes two to even compete oh yeah so boy just put that stop sign down and lets get together before the day runs us down im pleading to you nowhey baby let me try to be the ones whos gonna light your fire haha what you friends all say is fine but it cant compete with this pillow talk of mineooooh i dont wanna see you be no fool what im teachin you tonight boy youll never learn it in school oh no so friends who tell me wrong from right ill ask to borrow their man some cold and lonely nightooooh hey baby let me be the one who turns you on from a to z haha what you friends all say is fine but it cant compete with this pillow talk of mineooooh  baby ooooh baby aye alalalalalalaah would you baby would you baby lalalalalalalaaye aye aye aye aye aye aye aye uno momento poquito uno momento poquito aye aye aye aye lie steady lie steady lie steady aye aye aye aye oh my god ,1973,male,
342,822, shes faced the hardest times you could imagine and many times her eyes fought back the tears and when her youthful world was about to fall in each time her slender shoulders bore the weight of all her fears and a sorrow no one hears still rings in midnight silence in her earslet her cry for shes a lady let her dream for shes a child let the rain fall down upon her shes a free and gentle flower growing wildand if by chance i should hold her let me hold her for a time but if allowed just one possession i would pick her from the garden to be minebe careful how you touch her for shell awaken and sleeps the only freedom that she knows and when you walk into her eyes you wont believe the way shes always paying for a debt she never owes and a silent wind still blows that only she can hear and so she goes ,1973,female,"{'score': 0.517269, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
343,823, very superstitious writings on the wall very superstitious ladders bout to fall thirteen month old baby broke the lookin glass seven years of bad luck the good things in your pastwhen you believe in things that you dont understand then we suffer superstition aint the wayvery superstitious wash your face and hands rid me of the problems do all that you can keep me in a daydream keep me goin strong you dont want to save me sad is my songwhen you believe in things you dont understand then you suffer superstition aint the way yeh yehvery superstitious nothin more to say very superstitious the devils on his way thirteen month old baby broke the lookin glass seven years of bad luck good things in your pastwhen you believe in things that you dont understand then you suffer superstition aint the way no no no ,1973,male,"{'score': 0.689956, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
344,826,he was born in the summer of his 27th year coming home to a place hed never been before he left yesterday behind him you might say he was born again you might say he found a key for every doorwhen he first came to the mountains his life was far away on the road and hanging by a song but the strings already broken and he doesnt really care it keeps changing fast and it dont last for longbut the colorado rocky mountain high ive seen it rainin fire in the sky the shadow from the starlight is softer than a lullabye rocky mountain high colorado  memory  bymegalodon     i too went to the rockies in my 27th year didnt say very long any where unfortunately but i can see the attraction i have seen fire in the sky a    see all   he climbed cathedral mountains he saw silver clouds below he saw everything as far as you can see and they say that he got crazy once and he tried to touch the sun and he lost a friend but kept his memorynow he walks in quiet solitude the forest and the streams seeking grace in every step he takes his sight has turned inside himself to try and understand the serenity of a clear blue mountain lakeand the colorado rocky mountain high ive seen it raining fire in the sky you can talk to god and listen to the casual reply rocky mountain highnow his life is full of wonder but his heart still knows some fear of a simple thing he cannot comprehend why they try to tear the mountains down to bring in a couple more more people more scars upon the landand the colorado rocky mountain high ive seen it rainin fire in the sky i know hed be a poorer man if he never saw an eagle fly rocky mountain highits colorado rocky mountain high ive seen it rainin fire in the sky friends around the campfire and everybodys high rocky mountain high rocky mountain high rocky mountain high rocky mountain high rocky mountain high rocky mountain high,1973,male,
345,827, well i dont know why i came here tonight i got the feeling that something aint right im so scared in case i fall off my chair and im wondering how ill get down the stairs clowns to the left of me jokers to the right here i am stuck in the middle with youyes im stuck in the middle with you and im wondering what it is i should do its so hard to keep this smile from my face losing control yeah im all over the place clowns to the left of me jokers to the right here i am stuck in the middle with youwell you started out with nothing and youre proud that youre a self made man and your friends they all come crawlin slap you on the back and say please pleasetrying to make some sense of it all but i can see that it makes no sense at all is it cool to go to sleep on the floor cause i dont think that i can take anymore clowns to the left of me jokers to the right here i am stuck in the middle with youwell you started out with nothing and youre proud that youre a self made man and your friends they all come crawlin slap you on the back and say please pleasewell i dont know why i came here tonight i got the feeling that something aint right im so scared in case i fall off my chair and im wondering how ill get down the stairs clowns to the left of me jokers to the right here i am stuck in the middle with you yes im stuck in the middle with you stuck in the middle with you here i am stuck in the middle with you ,1973,male,"{'score': 0.67424, 'tone_id': 'fear', 'tone_name': 'Fear'}"
346,829, people all over the world everybody join hands join start a love train love train people all over the world all the world now join hands love ride start a love train love ride love trainthe next stop that we make will be soon tell all the folks in russia and china too dont you know that its time to get on board and let this train keep on riding riding on through well wellpeople all over the world you dont need no money join hands come on start a love train love train dont need no ticket come on people all over the world join in ride this train join in ride this train yall start a love train come on train love trainall of you brothers over in africa tell all the folks in egypt and israel too please dont miss this train at the station cause if you miss it i feel sorry sorry for you wellpeople all over the world sisters and brothers join hands join come on start a love train ride this train yall love train come on people all over the world dont need no tickets join hands come on ride start a love train love trainride let it ride let it ride let it ride people aint no war people all over the world on this train join in ride the train start a love train love train ride the train yall people all over the world come on join hands you can ride or stand yeah start a love train love train makin love people all over the world round the world yall join hands come on start a love train love train ,1973,female,"{'score': 0.649491, 'tone_id': 'joy', 'tone_name': 'Joy'}"
347,830, it feels so good you lying here next to me oh what a groove you have no idea how it feels my hands just wont keep still i love you baby oh i love you i love you i love you i just wanna hold you run my fingers through your hair ooh outta sight uhhuh right there you like it like that closer come here closer closer oh baby oh babygive it up aint no use i couldnt help myself if i wanted to im hung up no doubt im so in love with you for me theres no way outcause deeper and deeper in love with you im falling sweeter and sweeter your tender words of love keep callingeager and eager yeah to feel your lips upon my face please her and please her any time or any placeim gonna love you love you love you just a little more baby im gonna need you need you need you every day im gonna want you want you want you in every way yeahmake no mistake for ill hold back knowing this time it looks like love is here to stay as long as i shall live ill give you all i have and all i have to givecause please her and please her any time or any place eager and eager to feel your sweet lips on my facedeeper and deeper in love with you im falling yeah sweeter and sweeter your tender words of love keep callingim gonna love you love you love you just a little more baby im gonna need you need you need you every day im gonna want you want you want you in every way ,1973,female,"{'score': 0.664097, 'tone_id': 'joy', 'tone_name': 'Joy'}"
348,835,i was working in the lab late one night when my eyes beheld an eerie sight for my monster from his slab began to rise and suddenly to my surprise he did the mash he did the monster mash the monster mash it was a graveyard smash he did the mash it caught on in a flash he did the mash he did the monster mash from my laboratory in the castle east to the master bedroom where the vampires feast the ghouls all came from their humble abodes to get a jolt from my electrodes they did the mash they did the monster mash the monster mash it was a graveyard smash they did the mash it caught on in a flash they did the mash they did the monster mash the zombies were having fun the party had just begun the guests included wolf man dracula and his son the scene was rockin all were digging the sounds igor on chains backed by his baying hounds the coffinbangers were about to arrive with their vocal group the cryptkicker five they played the mash they played the monster mash the monster mash it was a graveyard smash they played the mash it caught on in a flash they played the mash they played the monster mash out from his coffin dracs voice did ring seems he was troubled by just one thing he opened the lid and shook his fist and said whatever happened to my transylvania twist its now the mash its now the monster mash the monster mash and its a graveyard smash its now the mash its caught on in a flash its now the mash its now the monster mash now everythings cool dracs a part of the band and my monster mash is the hit of the land for you the living this mash was meant too when you get to my door tell them boris sent you then you can mash then you can monster mash the monster mash and do my graveyard smash then you can mash youll catch on in a flash then you can mash then you can monster mash,1973,male,"{'score': 0.576839, 'tone_id': 'joy', 'tone_name': 'Joy'}"
349,837,seals miscellaneous diamond girl diamond girl seals and crofts words by james seals music by james seals and dash crofts diamond girl  you sure do shine glad i found you  glad youre mine oh my love youre like a precious stone part of earth where heaven has rained on makes no difference where you are day or nighttime youre like a shinin star and how could i shine without you when its about you that i am diamond girl  roamin wild such a rare thing  radiant child i could never find another one like you part of me is deep down inside you cant you feel the whole worlds aturnin we are real and we are aburnin diamond girl now that ive found you its around you that i am diamond girl  you sure do shine diamond girl  you sure do shine diamond girl  you sure do shine diamond girl  you sure do shine i got the lyrics from inside the album cover so they should be accurate from kabenn000aolcom,1973,female,"{'score': 0.774781, 'tone_id': 'joy', 'tone_name': 'Joy'}"
350,838, down around the corner a half a mile from here you see them old trains runnin and you watch them disappearwithout love where would you be now without loveyou know i saw miss lucy down along the tracks she lost her home and her family and she wont be comin backwithout love where would you be right now without lovewell the illinois central and the southern central freight gotta keep on pushin mama cause you know theyre runnin latewithout love where would you be now now now now without lovewell the illinois central and the southern central freight gotta keep on pushin mama you know theyre runnin latewithout love where would you be now without lovewhere pistons keep on churnin and the wheels go round and round and the steel rails are cold and hard for the miles that they go downwithout love where would you be right now without love where would you be nowgot to get up baby things are moving now well they are moving now baby baby baby baby well they are moving now see the big train run when the train is moving on you got to keep on moving keep on moving keep on moving well keep on moving ,1973,female,"{'score': 0.565505, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
351,840,if you want me to stay ill be around today to be available for you to see im about to go and then youll know for me to stay here ive got to be me youll never be in doubt thats what its all about you cant take me for granted and smile count the days im gone forget reachin me by phone because i promise ill be gone for a while and when you see me again i hope that you have been the kind of person that you really are now you got to get it straight how could i ever be late when youre my woman takin up my time ohh how could i ever allow i guess i wonder how i could get out a pocket for fun when you know that youre never number two number ones gonna be number one ill be good i wish i could i get this message over to you now when you see me again i hope that you have been the kind of person you really are now ill be so good i wish i could get the message over to you now,1973,female,"{'score': 0.567331, 'tone_id': 'tentative', 'tone_name': 'Tentative'}"
352,841,shep  the limelites youre my love youre my angel youre the girl of my dreams id like to thank you for waiting patiently daddys home your daddys home to stay how ive waited for this moment to be by your side your best friend wrote and told me you had teardrops in your eyes daddys home your daddys home to stay it wasnt on a sunday monday and tuesday went by it wasnt on a tuesday afternoon all i could do was cry but i made a promise that you treasured i made it back home to you how ive waited for this moment to be by your side your best friend wrote and told me you had teardrops in your eyes daddys home your daddys home to stay daddys home to stay im not a thousand miles away daddys home to stay im gonna be here come what may daddys home to stay,1973,female,"{'score': 0.701663, 'tone_id': 'joy', 'tone_name': 'Joy'}"
353,842,its sad to think were not gonna make it and its gotten to the point where we just cant fake it for some ungodly reason we just wont let it die i guess neither one of us wants to be the first to say goodbye i keep wondering what im gonna do without you and i guess you must be wondering that same thing too so we go on go on together living a lie because neither one of us wants to be the first to say goodbye everytime i find the nerve everytime i find the nerve to say im leaving memories those old memories get in my way lord knows its only me oh he knows its me that im deceiving when it comes to saying goodbye thats a simple word that i just cannot say there can be no way there can be no way this can have a happy ending no no so we just go on hurting and pretending and convincing ourselves to give it just one more try because neither one of us wants to be the first to say neither one of us wants to be the first to say neither one of us wants to be the first to say farewell my love goodbye goodbye,1973,male,"{'score': 0.895517, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
354,843,remember the day you up and left i nearly cried myself to death oh yeah and then i met someone else she made me stop and get ahold of myself oh girl im doing fine now without you baby im doing fine now without you baby remember the day you walked away i ran behind you and i begged ya to stay oh yeah but you never heard a word i said you kept on stepping never turning your head yeah oh girl im doing fine now without you baby im doing fine now without you baby im doing fine now without you baby im doing fine now without you baby im doing fine now without you baby now you had a chance now baby baby im doing fine now without you baby so you made your choice now baby baby im doing fine now without you baby you didnt want me around im doing fine now without you baby now you had your chance now baby baby im doing fine now without you baby so you made your choice now baby baby im doing fine now without you baby oh you didnt want me around,1973,female,"{'score': 0.50606, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
355,852,the cisco kid was a friend of mine the cisco kid was a friend of mine he drink whiskey poncho drink the wine he drink whiskey poncho drink the wine we met down on the fort of rio grande we met down on the fort of rio grande eat the salted peanuts out of can eat the salted peanuts out the can the outlaws had us pinned down at the fort the outlaws had us pinned down at the fort cisco came in blastin drinkin port cisco came in blastin drinkin port they rode the sunset horse was made of steel they rode the sunset horse was made of steel chased a gringo last night through a field chased a gringo last night through a field cisco kid was a friend of mine the cisco kid he was a friend of mine cisco kid was a friend of mine the cisco kid was a friend of mine cisco kid was a friend of mine the cisco kid he was a friend of mine the cisco kid was a friend of mine the cisco kid was a friend of mine cisco kid he was a friend of mine the cisco kid he was a friend of mine the cisco kid he was a friend of mine,1973,male,"{'score': 0.656347, 'tone_id': 'joy', 'tone_name': 'Joy'}"
356,854, have i a hope or half a chance to even ask if i could dance with you you oo would you greet me or politely turn away would there suddenly be sunshine on a cold and rainy day oh babe what would you sayfor there are you sweet lollipop and here am i with such a lot to say hey hey just to walk with you along the milky way to caress you through the night time bring you flowers everyday oh babe what would you saycause oh baby i know i know i could be so in love with you and i know that i could make you love me too and if i could only hear you say you do oo oo oo oo but anyway what would you sayyes oh baby i know i know i could be so in love with you and i know that i could make you love me too and if i could only hear you say you do oo oo oo oo but anyway what would you say ,1973,female,"{'score': 0.80505, 'tone_id': 'joy', 'tone_name': 'Joy'}"
357,859, people keep on learnin soldiers keep on warrin world keep on turnin cause it wont be too longpowers keep on lyin while your people keep on dyin world keep on turnin cause it wont be too longim so glad that he let me try it again cause my last time on earth i lived a whole world of sin im so glad that i know more than i knew then gonna keep on tryin till i reach my highest groundlovers keep on lovin believers keep on believin sleepers just stop sleepin cause it wont be too long oh noim so glad that he let me try it again cause my last time on earth i lived a whole world of sin im so glad that i know more than i knew then gonna keep on tryin till i reach my highest groundwoo till i reach my highest ground no ones gonna bring me down oh no till i reach my highest grounddont let nobody bring you down theyll sho nough try god is gonna show you higher ground ,1973,male,
358,861, my maria dont you know ive come a long long way i been longing to see her when shes around she takes my blues away sweet maria the sunlight surely hurts my eyes im a lonely dreamer on a highway in the skiesmaria maria i love youmy maria there were some blue and sorrow times just my thoughts about you bring back my piece of mind you gypsy lady youre a miracle work for me you set my soul free like a ship sailing on the seashe is the sunlight when the skies are gray she treats me so right lady take me awaymaria maria i love youmaria maria i love you maria ,1973,female,"{'score': 0.573237, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
359,862, darkest of night with the moon shining bright theres a set goin strong lotta things goin on the man of the hour has an air of great power the dudes have envied him for so longoh superfly youre gonna make your fortune by and by but if you lose dont ask no questions why the only game you know is do or die ahhahahard to understand what a hell of a man this cat of the slum had a mind wasnt dumb but a weakness was shown cause his hustle was wrong his mind was his own but the man lived aloneoh superfly youre gonna make your fortune by and by but if you lose dont ask no questions why the only game you know is do or die ahhahathe game he plays he plays for keeps hustlin times and ghetto streets tryin ta get over thats what he tryin to do yall taking all that he can take gambling with the odds of fate tryin ta get over tryin ta get over tryin ta get over tryin ta get over woo superflythe aim of his role was to move a lot of blow ask him his dream what does it mean he woudnt know cant be like the rest is the most hell confess but the times running out and theres no happinessoh superfly youre gonna make your fortune by and by but if you lose dont ask no questions why the only game you know is do or die ahhaha superfly superfly superfly superflytryin ta get over tryin ta get over tryin ta get over tryin ta get over tryin ta get over tryin ta get over tryin ta get over tryin ta get over tryin ta get over ,1973,male,
360,865, your everlasting summer you can see it fading fast so you grab a piece of something that you think is gonna last well you wouldnt even know a diamond if you held it in your hand the things you think are precious i cant understandare you reelin in the years stowin away the time are you gatherin up the tears have you had enough of mineare you reelin in the years stowin away the time are you gatherin up the tears have you had enough of mineyou been tellin me youre a genius since you were seventeen in all the time ive known you i still dont know what you mean the weekend at the college didnt turn out like you planned the things that pass for knowledge i cant understandare you reelin in the years stowin away the time are you gatherin up the tears have you had enough of mineare you reelin in the years stowin away the time are you gatherin up the tears have you had enough of minei spent a lot of money and i spent a lot of time the trip we made to hollywood is etched upon my mind after all the things weve done and seen you find another man the things you think are useless i cant understandare you reelin in the years stowin away the time are you gatherin up the tears have you had enough of mineare you reelin in the years stowin away the time are you gatherin up the tears have you had enough of mine ,1973,male,"{'score': 0.637488, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
361,866,Ì«i orÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i ohrorÌ« popÌ« yÌ«i orÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i ohrorÌ« popÌ« aaaah aaah aaah aaah uuuh oooh oooh ooooooooh Ì«i orÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i ohrorÌ« popÌ« yÌ«i orÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i ohrorÌ« boumpÌ« aaaah aaah aaah aaah uuuh oooh oooh ooooooooh tatrrrepÌ«tetretrepiecÌ«Ì£Ì©Ì©Ì«hÌ£hÌ©nhÌ©n Ì«i trÌ©guereguÌ©dÌ«i detÌ»ro deguedÌ« a tataro teguereguedaw teguereguedÌ»ro dÌ»dow Ì«Ì©hrÌ«hrÌ»hrÌ»hrÌÁhrÌ_ hÌ© hÌ£ he how Ì£i erÌ»rÌ£i rÌ£rÌ£rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i ohrorÌ« popÌ« yÌ«i orÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i ohrorÌ«m pompÌ« aaaah aaah aaah aaah uuuh oooh oooh ooooooooh Ì«i orÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ«rÌ«rÌ«i ohrorÌ« popÌ« yÌ«i orÌ«rÌ«i rÌ«rÌ«rÌ«i rÌ« aaaah aaah aaah aaah uuuh oooh oooh ooooooooh uaaahuhahaha eee hi hi hÌÁÌÁÌÁ,1973,male,
362,868, he was a famous trumpet man from out chicago way he had a boogie style that no one else could play he was the top man at his craft but then his number came up and he was gone with the draft hes in the army now a blowin reveille hes the boogie woogie bugle boy of company bthey made him blow a bugle for his uncle sam it really brought him down because he couldnt jam the captain seemed to understand because the next day the cap went out and drafted the band and now the company jumps when he plays reveille hes the boogie woogie bugle boy of company ba root a toot a toodlieadatoot he blows it eight to the bar in boogie rhythm he cant blow a note unless a bass and guitar is playin with him he makes the company jump when he plays reveille hes the boogie woogie bugle boy of company b he was some boogie woogie bugle boy of company bwhen he played his boogie woogie bugle he was busy as a bzzzz bee and when he plays he makes the company jump eight to the bar hes the boogie woogie bugle boy of company b andata toodliatatoodliata toot toot he blows it eight to the bar he cant blow a note if a bass and guitar isnt with him and the company jumps when he plays reveille hes the boogie woogie bugle boy of company bhe puts the boys to sleep with boogie every night and wakes em up the same way in the early bright they clap their hands and stamp their feet cause they know how he plays when someone gives him a beat woh woh he wakes em up when he plays reveille the boogie woogie bugle boy of company ba root a toot a toodliada to toot toot toot hes blowin eight to the bar cant blow a note if a bass and guitar isnt woh with him and the company jumps when he plays reveille hes the boogie woogie bugle boy of company b ,1973,male,
363,874, do you wanna dance and hold my hand tell me youre my lover man oh baby do you wanna dancewe could dance under the moonlight hug and kiss all through the night oh baby tell me do you wanna dance with me babydo you do you do you do you want to dance do you do you do you want to dance do you do you do you do you want to dance with me babyah thats right ah ah aaaaaaaah do you want to dance under the moonlight hug me kiss me baby all through the night oh baby baby baby baby baby baby tell me do you want to dance ,1973,male,"{'score': 0.808036, 'tone_id': 'joy', 'tone_name': 'Joy'}"
364,878,in the morning fun when no one will be drinking any more wine ill wake the sun up by givin him a fresh air full of the wind cup and i wont be found in the shadows hiding sorrow and i can wait for fate to bring around to me any part of my tomorrow tomorrow cause its oh so peaceful here theres no one bending over my shoulder nobody breathing in my ear oh so peaceful here in the evening shadows are callin me and the dew settles in my mind and i think of friends in the yesterday when my plans were giggled in rhyme i had a son while on the run and his love brought a tear to my eye and maybe some day hell up and say we had a pretty nice time oh my cause its oh so peaceful here theres no one bending over my shoulder nobody breathing in my ear oh so peaceful here,1973,male,"{'score': 0.630848, 'tone_id': 'joy', 'tone_name': 'Joy'}"
