,Unnamed: 0,Lyrics,Year,dominant_gender,Emotions
1194,3118,keep it chicken head im lookin for a dime get my swerve on make it hot word is bond im lickin on your ankle bracelet well be sippin moet wit strawberries and dat shit im nasty ask me why i lick my lips so in the darkness i can run my tongue over your tits its all good sugary you aint leavin sit up on my face and help my stash grow evenwhipped cream taste mean from the back she bounce witll now shortys on the map i put away the gat took off the hat throw ya mos in the air if you like it like that no doubt boo i keep it real girl mad pleasure blowin up your whole world whatevers clever i got endless cash trees from hawaii 2 pools or bathsill be loungin with ll cool j ill be loungin with ll hey hey ill be loungin with ll cool j ill be loungin with ll hey heyuh my scenario is grand a dime piece hennessey up in my hand i turn out the lights like teddy im feenin standin in the darkness now im ready uhh ooh yeah up in ya let it flow while i pump slow then i speed it up heat it up make it mo tasty so you can swing low and lace meuse your imagination you do me i do you sex education its all good its cranberry absolut peach schnapps feelin tipsy loungin on the rooftops im bout to spank you on dat ass ooh i know you love it when it lasts true when you need it who you ask you what you sayin when i dash dont go booill be loungin with ll cool j ill be loungin with ll hey hey ill be loungin with ll cool j ill be loungin with ll hey heyyou got to bounce wit me suga word up you got to bounce wit me suga word up you got to bounce wit me suga word up you got to bounce wit me suga word upwarm it up suga make it hot shortiesll swarm make me wanna bust shots we speak daily on the regular run your jibs all day chip in my cellular shoot down to jamaica pretty white sand suntan oil pina coladas in your hand layin up at night peepin at stars remember when we was at the club in da barsi told ya my status was that of a don you thought i was a dog and you aint wanna get it on but my mind has attractin qualities all the emotions of a young lady so here you are smack dab up in the mix shorty this heres about as good as it gets word up ima treat you like a queen from the heart crack the bubblyand let the episode startill be loungin with ll cool j ill be loungin with ll hey hey ill be loungin with ll cool j ill be loungin with ll hey heyill be loungin with ll cool j ill be loungin with ll hey hey ill be loungin with ll cool j ill be loungin with ll hey hey,1996,female,"{'score': 0.577074, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1195,3120, la da da dee da da da da la da da dee da da da da la da da dee da la da da da dee da la da da dee da da da da dala da da dee da da da da la da da dee da da da da la da da dee da la da da da dee da la da da dee da da da da dalooking back on all the time weve had together you oughta know right now if you wanna be my lover wanna be my lover wanna be my lover wanna be my lovergo ahead and take your time boy you gotta feel secure before i make you mine baby you have to be sure you wanna be my lover wanna be my lover wanna be my loverla da da dee da da da da la da da dee da da da da la da da dee da la da da da dee da la da da dee da da da da dala da da dee da da da da la da da dee da da da da la da da dee da la da da da dee da la da da dee da da da da daa ha ye heyee wanna be my lover a ha ye heyee wanna be my lover a ha ye heyee wanna be my lover a ha ye heyee wanna be my loveri hear what you say i see what you do i know everything i need to know about you and i want you to know that its telling me you wanna be my loveri hear what you say i see what you do i know everything i need to know about you and i want you to know that its telling me you wanna be my loverla da da dee da da da da la da da dee da da da da la da da dee da la da da da dee da la da da dee da da da da dala da da dee da da da da la da da dee da da da da la da da dee da la da da da dee da la da da dee da da da da daa ha ye heyee wanna be my lover a ha ye heyee wanna be my lover a ha ye heyee wanna be my lover a ha ye heyee wanna be my lover ,1996,male,
1196,3123, where do you go my lovely where do you go i want to know my lovely i want to knowwhere do you go oh oh eh oh i want to know oh oh eh oh where do you go oh oh eh oh i want to know where do you where do you go where do you where do you goyou leave without a word no message no number and now my head is pounding like rolling thunder you left me with a heartache deep inside girl you should see me cry all night and i wondereverybody says what a shame what is wrong they dont like the game we play heard youre hanging round every night until dawn im waiting for you night and daywhere do you go my lovely where do you go i want to know my lovely i want to knowwhere do you go oh oh eh oh i want to know oh oh eh oh where do you go oh oh eh oh i want to know you gotta break the silence dont keep me waiting just like a river flowing to the sea youre running back to me come hear what im sayingwhere do you go my lovely i want to knowwhere do you go oh oh oh where do you go oh oh oh i want to know na na na na di da na na di da da da da di da da na na na na di da na na di da da da da di da da where do you where do you gosave mecome back and dry the tears i cried for you baby youve gotta stop this heartache deep inside youve gotta help me make it through the night safely come back and save me where do you go my lovely where do you go i want to know my lovely i want to know where do you go my lovely where do you go i want to know na na na na di da na na di da da da da di da da na na na na di da na na di da da da da di da da where do you where do you go ,1996,female,"{'score': 0.739163, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
1197,3127, if god had a name what would it be and would you call it to his face if you were faced with him in all his glory what would you ask if you had just one questionand yeah yeah god is great yeah yeah god is good yeah yeah yeah yeah yeahwhat if god was one of us just a slob like one of us just a stranger on the bus trying to make his way homeif god had a face what would it look like and would you want to see if seeing meant that you would have to believe in things like heaven and in jesus and the saints and all the prophetsand yeah yeah god is great yeah yeah god is good yeah yeah yeah yeah yeahwhat if god was one of us just a slob like one of us just a stranger on the bus trying to make his way hometryin to make his way home back up to heaven all alone nobody callin on the phone cept for the pope maybe in romeyeah yeah god is great yeah yeah god is good yeah yeah yeah yeah yeahwhat if god was one of us just a slob like one of us just a stranger on the bus trying to make his way homejust tryin to make his way home like a holy rolling stone back up to heaven all alone just tryin to make his way homenobody callin on the phone cept for the pope maybe in rome ,1996,male,"{'score': 0.679572, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1198,3128, doctors have come from distant cities just to see me stand over my bed disbelieving what theyre seeingthey say i must be one of the wonders of gods own creation and as far as they see they can offer no explanationnewspapers ask intimate questions want confessions they reach into my head to steal the glory of my storythey say i must be one of the wonders of gods own creation and as far as they see they can offer no explanationooo i believe fate smiled and destiny laughed as you came to my cradle know this child will be able laughed as my body she lifted know this child will be gifted with love with patience and with faith shell make her way shell make her waypeople see me im a challenge to your balance im over your heads how i confound you and astound you to know i must be one of the wonders gods own creation and as far as they see they can offer me no explanationooo i believe fate smiled and destiny laughed as she came to my cradle know this child will be able laughed as she came to my mother know this child will not suffer laughed as my body she lifted know this child will be gifted with love with patience and with faith shell make her way shell make her way shell make her way shell make her way ,1996,female,"{'score': 0.913963, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1199,3130,as i walk through the valley of the shadow of death i take a look at my life and realize theres none left cause ive been brassing and laughing so long that even my mamma thinks that my mind is gone but i aint never crossed a man that didnt deserve it me be treated like a punk you know thats unheard of you better watch how you talking and where you walking or you and your homies might be lined in chalk i really hate to trip but i gotta lope as they croak i see myself in the pistal smoke fool im the kinda g that little homies want to be like on my knees in the night saying prayers in the street lightthey been spending most their lives living in the gangstas paradise they been spending most their lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradisethey got the situation they got me facing i cant live a normal life i was raised by the strip so i gotta be down with the hood team too much television watching got me chasing dreams im a educated fool with money on my mind got my ten in my hand and a gleam in my eye im a loped out gangsta set trippin banger and my homies is down so gonna rouse my anger fool death aint nothing but a heart beat away im living life do or die what can i say im twenty three never will i live to see 24 the way things is going i dont knowtell me why are we so blind to see that the ones we hurt are you and methey been spending most their lives living in the gangstas paradise they been spending most their lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradisepower and the money money and the power minute after minute hour after hour everybodys running but half of them aint looking whats going on in the kitchen but i dont know whats cooking they say ive got to learn but nobodys here to teach me if they cant understand it how can they reach me i guess they cant i guess they wont i guess they front thats why i know my life is out of luck foolthey been spending most their lives living in the gangstas paradise they been spending most their lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradisetell me why are we so blind to see that the ones we hurt are you and metell me why are we so blind to see that the ones we hurt are you and me,1996,male,"{'score': 0.590223, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
1200,3133, youre the one for me youre the one you can call on me oh yes is all i want us to be oh yeah youre the one for mei know that youre somebody elses guy but these feelings that i have for you i cant deny she doesnt treat you the way you want her to so come on stop running i wanna get with youwhat your girl dont know wont hurt her anything to make this love go furtheryoure the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for methis can be an undercover romance cause i feel that im the type of girl you should give a chance taste and see taste and see how good it can be how good it can be cause you dont have to worry babywhat your girl dont know wont hurt her wont hurt her anything to make this love go furtheryoure the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for me yeah yeahyoure the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for meso whats my chance im willing to do anything to get in your pants you dont have to worry i wont say a thing and if she finds out i dont know nothing oh no no noyoure the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for meyoure the one for me when in love you need youre the one for me when in love you needyoure the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for me oh yeahyoure the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for meyoure the one for me you can call on me is all i want us to be youre the one for meyoure the one for me you can call on me is all i want us to be youre the one for me ,1996,female,"{'score': 0.536719, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1201,3136, you say that weve got nothing in common no common ground to start from and were falling apart youll say the world has come between us our lives have come between us still i know you just dont careand i said what about breakfast at tiffanys she said i think i remember the film and as i recall i think we both kinda liked it and i said well thats the one thing weve goti see you the only one who knew me and now your eyes see through me i guess i was wrong so what now its plain to see were over and i hate when things are over when so much is left undoneand i said what about breakfast at tiffanys she said i think i remember the film and as i recall i think we both kinda liked it and i said well thats the one thing weve gotyou say that weve got nothing in common no common ground to start from and were falling apart youll say the world has come between us our lives have come between us still i know you just dont careand i said what about breakfast at tiffanys she said i think i remember the film and as i recall i think we both kinda liked it and i said well thats the one thing weve gotand i said what about breakfast at tiffanys she said i think i remember the film and as i recall i think we both kinda liked it and i said well thats the one thing weve gotand i said what about breakfast at tiffanys she said i think i remember the film and as i recall i think we both kinda liked it and i said well thats the one thing weve got ,1996,female,"{'score': 0.612443, 'tone_id': 'analytical', 'tone_name': 'Analytical'}"
1202,3139,you know what i like the playettes no diggity no doubt play on playette play on playette yo dre drop the verseits going down fade to blackstreet the homies got rb collab creations bump like acne no doubt i put it down never slouch as long as my credit can vouch a dog couldnt catch me ass out tell me who can stop when dre makin moves attracting honeys like a magnet giving em eargasms with my mellow accent still moving this flavor with the homies blackstreet and teddy the original rump shakersshorty get down good lord baby got em up open all over town strictly biz she dont play around cover much ground got game by the pound getting paid is her forte each and every day true player way i cant get her out of my mind i think about the girl all the time east side to the west side pushin phat rides its no surprise she got tricks in the stash stacking up the cash fast when it comes to the gas by no means average shes on when shes got to have it baby youre a perfect ten i wanna get in can i get down so i can wini like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upshes got class and style street knowledge by the pound baby never act wild very low key on the profile catchin feelings is a no let me tell you how it goes curves the words spins the verbs lovers it curves so freak what you heard rollin with the phatness you dont even know what the half is you gotta pay to play just for shorty bangbang to look your way i like the way you work it trumped tight all day every day youre blowing my mind maybe in time baby i can get you in my ridei like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upcause thats my peeps and we row g flyin first class from new york city to blackstreet what you know about me not a motherfuckin thing cartier wooded frames sported by my shortie as for me icy gleaming pinky diamond ring we bes the baddest clique up on the scene aint you getting bored with these fake ass broads i shows and proves no doubt i be taking you so please excuse if i come across rude thats just me and thats how the playettes got to be stay kickin game with a capital g axe the peoples on my block im as real as can be word is bond faking jacks never been my flavor so teddy pass the word to your nigga chauncey i be sitting in car lets say around 330 queen pen and blackstreet its no diggityi like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it upi like the way you work it no diggity i got to bag it up bag it up,1996,female,"{'score': 0.555491, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
1203,3140, ill give you love the things you want ooh and i would do anything for you i would do anything for you i would do anything girl anything for yousitting at home another lonely night wish you were here so i could hold you tight pain in my heart because im all alone why did you leave why did your love have to go and i would do anything for you i wouldthinkin of ways that i can win your heart but im so confused i dont know where to start visions of love forever in my mind i wait for the day when i could say that girls minecause i would do anything for you yes i would ill give you love ill give you love the things you want the things you want baby theres nothing in this world i wouldnt doi would do anything for you i would do anything for you i would do anything girl anything for youso what can i do to prove i need your love what will it take because i wont give up open your heart and let your feelings show cause deep down inside my heart just wont let you gogirl i would do anything for you yes i would ill give you love ill give you love the things you want the things you want baby theres nothing in this world i wouldnt doi would do anything for you i would do anything for you i would do anything girl anything for youso if there ever comes a time when its true love you hope to find just call out my name and girl i swear i would do anythingill give you love ill give you love oh ill give you love girl ill give you love oh ill give you love girl ill give you love oh ill give you love girl ill give you love oh ill give you lovei would do anything for you i swear i would do babe i would do anything for you anything for you babe i would do anything girl anything for youi said i give you love baby ill give you love oh anything you want my baby the things you want girl ill give ill give ill give ill give ill give it to yousee i would do anything for you i swear i will do babe i would do anything for you anything for you babe i would do anything girl anything for you anything girl anything for youill give you love ill give you love oh ill give you love the things you want i swear ill give you love babei would do anything for you i swear i would do babe i would do anything for you anything you want me i would do anything girl anything for you ill give you love ,1996,female,"{'score': 0.725944, 'tone_id': 'tentative', 'tone_name': 'Tentative'}"
1204,3142,i was like peace in a groove on a sunday afternoon you were there so was i in the park 4th of july i was chillin with my kool aid when miss chilli came to rely that you had a thang for me finest thang youd ever seeni must admit to you ive heard those lines a time or two although for some apparent reason monkey lines are now in season lights off lights on i guess the groove is on so i chorus diggin the scene diggin on you diggin on me baby baby ooo baby baby its on like that its on like that i gotta be in love or somethin like thatdiggin the scene diggin on you diggin on me baby baby ooo baby baby its on like that its on like that i gotta be in love or somethin like thati was like deep in a cool whatnt gone be nobodys fool could not care less who was there couldve been like anywhere i was chillin with my kool aid did not want to participate in no silly conversations had no time for new relation shipsi must admit to you when i heard the lines you threw although it usually turns me off but this time you have turned me on lights off lights on i guess the groove is on and i amdiggin the scene diggin on you diggin on me baby baby ooo baby baby its on like that its on like that i gotta be in love or somethin like thatdiggin the scene diggin on you diggin on me baby baby ooo baby baby its on like that its on like that i gotta be in love or somethin like thatoh why do i feel the way i do when all i can think about is you what was it in a line that made me fall for you do you know why im diggin diggin diggin diggin on youdiggin the scene its on like that diggin diggin diggin diggin on youdiggin the scene diggin on you diggin on me baby baby ooo baby baby its on like that its on like that i gotta be in love or somethin like thatdiggin the scene diggin on you diggin on me baby baby ooo baby baby its on like that its on like that i gotta be in love or somethin like thatdiggin diggin diggin diggin on you its on like that i gotta be in love or somethin like thatdiggin the scene diggin on you diggin on me baby baby ooo baby baby its on like that its on like that i gotta be in love or somethin like that,1996,female,"{'score': 0.804978, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1205,3144,1  kissin you is all that i been thinking of kissin you is gooddont matter who knows i dont care who sees me and thinking about you makes my life complete and what i mean by that that my whole world changes you make me feel things that i never felt i wanna kiss yourepeat 1 oh yeah i wanna kiss you repeat 1when im with my friends im trying to figure out a way to leave em behind just to get back to you oh youre my best kept secret and thats the way i like it youre my pride and joy boy thats why im dreaming of you i wanna kiss yourepeat 1 kissing yous so good repeat 12  youre my pride and joy youre my baby boy people ask me how i feel about you they ask me if i love you yeah am i crazy for you yeah yeah yeahrepeat 1 oh yeah i wanna kiss you repeat 1repeat 2yeah yeah yeah yeah yeah yeah yeah yeah yeahkissing you is so good yeah yeah yeah yeah yeah yeah yeah yeah yeahoh yeah i wanna kiss you repeat 1i been thinking bout you dreaming bout you thinking about you yeah y eah repeat 1oh kissing you is so good got to have it have your love thats all im thinking of repeat until fade,1996,male,"{'score': 0.793509, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1206,3151, when i was lost i could not see all the beauty and wonder wrapping around me i was alone dreaming of you oh i could not imagine this dream coming true so much joy now in all that i touch you make me feel everything so muchi will love you for the earth at my feet i will love you for the sun in the sky i will love you for the falling rain oh oh i will love you for the heart that could break i will love you for the dreams that we share i will love you for the falling rain oh ohface in the wind tears from my eyes baby where have you been but i was always waiting for you to pull back the door to take me by the hand and lead me through this whole world was a stranger to me now you have opened my heart to everythingi will love you for the earth at my feet i will love you for the sun in the sky i will love you for the falling rain oh oh i will love you for the heart that could break i will love you for the dreams that we share i will love you for the falling rain oh ohlike a whisper in a dream you walk softly into my life with love and sweet emotion and as i gaze into your eyes i see the beauty that god has created and i love you girl now and foreveri will love you for the earth at my feet i will love you for the sun in the sky i will love you for the falling rain oh oh oh i will love you for the heart that could break i will love you for the dreams that we share i will love you for the falling rain oh oh ohi will love you for the earth at my feet i will love you for the sun in the sky i will love you for the falling rain oh oh oh i will love you for the heart that could break i will love you for the dreams that we share i will love you for the falling rain oh oh ohi will love you for the earth at my feet i will love you for the sun in the sky i will love you for the falling rain oh oh oh i will love you for the heart that could break i will love you for the dreams that we share i will love you for the falling rain oh oh ohoh oh oh baby yeah ,1996,female,"{'score': 0.756146, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1207,3157, it doesnt matter what i say so long as i sing with inflection that makes you feel ill convey some inner truth or vast reflection but ive said nothing so far and i can keep it up for as long as it takes and it dont matter who you are if im doing my job then its your resolve that breaksbecause the hook brings you back i aint tellin you no lie the hook brings you back on that you can relythere is something amiss i am being insincere in fact i dont mean any of this still my confession draws you near to confuse the issue i refer to familiar heroes from long ago no matter how much peter loved her what made the pan refuse to growwas that the hook brings you back i aint tellin you no lie the hook brings you back on that you can relysuck it in suck it in suck it in if youre rin tin tin or anne boleyn make a desperate move or else youll win and then begin to see what youre doing to me this mtv is not for free its so pc its killing meso desperately i sing to thee of love sure but also rage and hate and pain and fear of self and i cant keep these feeling on the shelf ive tried well no in fact i lied could be financial suicide but ive got too much pride inside to hide or slide ill do as ill decide and let it ride till until ive died and only then shall i abide by this tide of catchy little tunes of hip three minute diddies i wanna bust all your balloonsi wanna burn of all your cities to the ground but ive found i will not mess around unless i play then hey i will go on all day hear what i say i have a prayer to pray thats really all this was and when im feeling stuck and need a buck i dont rely on luckbecause the hook brings you back i aint tellin you no lie the hook on that you can rely ,1996,female,"{'score': 0.661182, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
1208,3165, take this pink ribbon off my eyes im exposed and its no big surprise dont you think i know exactly where i stand this world is forcing me to hold your hand cause im just a girl little ol me well dont let me out of your sight oh im just a girl all pretty and petite so dont let me have any rights oh ive had it up to herethe moment that i step outside so many reasons for me to run and hide i cant do the little things i hold so dear cause its all those little things that i fearcause im just a girl id rather not be cause they wont let me drive late at night oh im just a girl guess im some kind of freak cause they all sit and stare with their eyes oh im just a girl take a good look at me just your typical prototype oh ive had it up to hereoh am i making myself clearim just a girl im just a girl in the world thats all that youll let me beoh im just a girl living in captivity your rule of thumb make me worry some oh im just a girl whats my destiny what ive succumbed to is making me numb oh im just a girl my apologies what ive become is so burdensome oh im just a girl lucky me twiddledum theres no comparisonoh ive had it up to oh ive had it up to oh ive had it up to here ,1996,female,"{'score': 0.554052, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1209,3167, youre my ladydont think i dont see them looking at ya all of them wishing they could have ya and as a matter of fact uh a bunch of them are itchin for you to scratchem im tired of hiding what we feel im trying to get with the real and ima gonna make it know cause i want them to knowyoure my ladyyoure my little baby my darling baby i swear youre the talk of the town and everybody wants to know whats going down babe i know theyve seen us before maybe at the liquor store or maybe at the health food stand they dont know that im your manyoure my ladyi can tell theyre looking at us i pick you up everyday from your job and every guy in the parking lot wants to rob me of my girl and my heart and soul and everybody wants to treat me so cold but i know i love you and you love me theres no other lover for you or me youre my ladyi cant tell theyre looking at usyoure my lady my divine lady youre my lady such a wonderful lady i cant tell theyre looking at us ,1996,female,"{'score': 0.753783, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1210,3169, im just a bachelor im looking for a partner someone who knows how to ride without even falling off gotta be compatible takes me to my limits girl when i break you off i promise that you wont want to get offif youre horny lets do it ride it my pony my saddles waiting come and jump on it if youre horny lets do it ride it my pony my saddles waiting come and jump on itsitting here flossing peepin your steelo just once if i have the chance the things i would do to you you and your body every single portion send chills up and down your spine juice flowing down your thighif youre horny lets do it ride it my pony my saddles waiting come and jump on it if youre horny lets do it ride it my pony my saddles waiting come and jump on itif were gonna get nasty baby first well show and tell till i reach your pony tail oh lurk all over and through you baby until we reach the stream youll be on my jockey team ohif youre horny lets do it ride it my pony my saddles waiting come and jump on it if youre horny lets do it ride it my pony my saddles waiting come and jump on itif youre horny lets do it ride it my pony my saddles waiting come and jump on it if youre horny lets do it ride it my pony my saddles waiting come and jump on itif youre horny lets do it ride it my pony my saddles waiting come and jump on itride it saddles ,1996,female,
1211,3170, i wanna tease you i wanna please you i wanna show you baby that i need you i want your body til the very last drop i want you to holler when you want me to stopand who can love you like me nobody who can sex you like me nobody who can treat you like me my babynobody nobody baby nobody and who can do it like me nobody who can give you what you need nobody who can do you all night long nobody nobody baby nobodyi want the night for me and you so come here baby and let me do it to you dont be afraid cause i wont bite i promise to give it to you just the way you likeand who can love you like me nobody who can sex you like me nobody and who can lay your body down nobody nobody baby nobody and who can treat you like me nobody who can give you what you need nobody and who can do you all night long nobody nobody baby nobody and the band keeps playin onbow wow wohninon wohn bow wow wohninon wohn bow wow wohninon bohn nobody baby bow wow wohninon wohn bow wow wohninon wohn bow wow wohninon bohn nobody babyi baby i want you right now for my lover oh yes i do place no one above ya oh yes i do if you need a love if you need my love ill be right there ill be right there baby oh yes i willand who can love you like me babe nobody who can sex your body like me nobody who can do it like me my baby nobody no no no no no no no nobody but me who can lay you down just like me nobody who can kiss you all over your body baby nobody who can laugh who can laugh just crazy baby nobody oh yeah baby nobody i want to know who can love you like me babe nobody who can treat your body as good as me baby nobody who can do it do it just like me babynobody ,1996,female,"{'score': 0.792068, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1212,3172, i belong a long way from here i put on a poncho and played for mosquitoes and drank till i was thirsty again we went searching through thrift store junglesfound geronimos rifle marilyns shampoo and benny goodmans corset and pen well okay i made this up i promise you id never give upif it makes you happy it cant be that bad if it makes you happy then why the hell are you so sadget down real low down you listen to coltrane derail your own train well who hasnt been there beforei come round around the hard way bring you comics in bed scrape the mold off the bread and serve you french toast again okay i still get stoned im not the kind of girl youd take homeif it makes you happy it cant be that bad if it makes you happy then why the hell are you so sadif it makes you happy it cant be that bad if it makes you happy then why the hell are you so sadweve been far far away from here i put on a poncho and played for mosquitoes and everywhere in between well okay we get along so what if right now everythings wrongif it makes you happy it cant be that bad if it makes you happy then why the hell are you so sadif it makes you happy it cant be that bad if it makes you happy then why the hell are you so sad ,1996,female,"{'score': 0.602035, 'tone_id': 'sadness', 'tone_name': 'Sadness'}"
1213,3175, ooh jealousy ooh jealousyis she fine so well bred the perfect girl a social debis she the sort youve always thought could make you what youre notooh jealousy ooh jealousyis she bright so well read are there novels by her bedis she the sort that youve always said could satisfy your headooh jealousy ooh jealousy ooh my jealousydoes she talk the way i do is her voice reminding you of the promises the little white lies toosometimes tell me while shes touching you just by mistake accidentally do you say my name ,1996,female,"{'score': 0.67967, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1214,3176, i know youre home you left your light on you know im here the night is thini know youre alone i watched the car leave your lover is gone let me inopen your back door i just need to touch you once morei want to come over to hell with the consequence you told me you loved me thats all i believei want to come over its a need i cant explain to see you again i want to come overi know your friend you told her about me she filled you with fear some kind of sinhow can you turn denying the fire lover i burn let me inopen your back door i just need to touch you once morei want to come over to hell with the consequence you told me you loved me thats all i believei want to come over its a need i cant explain to see you again i want to come overi know youre confused i know that youre shaken you think well be lost once we begini know youre weak i know that you want me lover dont speak let me ini want to come over to hell with the consequence you told me you loved me thats all i believei want to come over its a need i cant explain i want to come over to see you to see you again ,1996,female,
1215,3179, dah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay ditita ta tay ditita ta taydah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay ditita ta taythis is your night dancing free until the morning light together forever cause this is your night and everything is gonna be alrightaww yeah so in love with you aww yeah its too good to be true aww yeah feelin so brandnew aww yeah eeeyeah eeeyeah ooh ooh ooh oohyou captured my heart youre the key to my life a vision of our love that made me survive regaining the mood that were in its so real its time to move up and to face what i feel ohhthis is your night dancing free until the morning light together forever cause this is your night and everything is gonna be alrightaww yeah so in love with you aww yeah its too good to be true aww yeah feelin so brandnew aww yeah eeeyeah eeeyeah ooh ooh ooh oohtonight with my spirits the one that you call im ready to stand up and ready to fall i cant find a way so attracted by you let me be your girl and ill be so true oohthis is your night dancing free until the morning light together forever cause this is your night and everything is gonna be alrightaww yeah so in love with you aww yeah its too good to be true aww yeah feelin so brandnew aww yeah eeeyeah eeeyeahdah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay ditita ta tay ditita ta taydah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay dah dah dah dah dad ditita ta tay ditita ta taythis is your night dancing free until the morning light together forever cause this is your night and everything is gonna be alrightaww yeah so in love with you aww yeah its too good to be true aww yeah feelin so brandnew aww yeah eeeyeah eeeyeahthis is your night dancing free until the morning light together forever cause this is your night and everything is gonna be alright ,1996,female,"{'score': 0.681224, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1216,3180, you remind me of something i just cant think of what it isyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it babyits something about your love thats got me going crazy baby you know i want you real bad and girl i really like your freaky style how can i be down with you so get a little closer to my ride i want to get to know you lady and hip me up on how to get inside you listen pretty babyi want to roll it roll it roll it roll it is all i want to do for you baby girl its something kind of sexy goin on about you babeyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it babyyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it babynow i would like to take you on a ride tonight girl you know well have so much fun and give you everything your body needs satisfaction guaranteed so pull up to my bumper and let the system sound girl i bet cha i can drive you crazy and let me be the one to drop you off babe listen to mei want to roll it roll it roll it roll it is all i want to do for you baby girl its something kind of sexy goin on about you babeyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it babyyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it babydont be alone dont be alone im comin through your door turn off the lights turn off the lights baby its something about this momentyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it babyyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it babyyou remind me of my jeep i want to ride it something like my sound i want to pump it girl you look just like my cars i want to wax it and something like my bank account i want to spend it baby ,1996,female,"{'score': 0.655249, 'tone_id': 'joy', 'tone_name': 'Joy'}"
1217,3183, alright yall you aint got to ask nobody yeah we got cha open come on baby you drive me crazyshes the finest thing ive ever seen looking like a natural queen i said let me take you for a ride umm baby to the other side we can do just what you like girlwe can get started as long as youre ready as long as youre ready babe anyway you want ithit me off hit me off hit me offcome on baby you drive me crazy hit me off freak ya like thisyou got me open got me jonin for an episode come on baby you drive me crazy lets spend an hour in the shower when its nice and wet im ready for your loveso whos making moves cause im looking at you and i like it ooh anyway you want it girlhit me off hit me off come on baby hit me off hit me offcome on baby you drive me crazy hit me off come on babynow check it im taking no loses now im the boss and i see you flossing my way with the grace all up in my face so i say whats up love how you doing what you think about me and you screwin naw but wait lets make a date plans for dinner im down to take it slow cause you know that shes a winner uhh got me feinin for the cream dont you know im movin in slow but keep it low low lowyeah yeah yeah baby boo yo whats up with you word around camp is that you like it with two i wanna freak it but first im gonna take a peak at it grab it stab it cause you know i gots to have it so hit mehit me off hit me off i got my mind on my money yo the bootys on mecome on baby you drive me crazy hit me off come on babyi got my mind on my money and the bootys on me i got my mind on my money and the bootys on mehit me off hit me off come on baby hit me off hit me off i got my mind on my money and the bootys on mehit me off come on baby you drive me crazy hit me off come on baby ,1996,female,
